school_id,student_id,state_student_id,first_name,last_name,gender,race,grade,birth_date
60918,144216,9867688,Bradley,Stephenson,Male,Asian,9,5/7/2008
60918,589391,9777112,Thomas,Santiago,Male,Asian,8,9/20/2009
60918,894023,5473168,Dorothy,Roach,Female,Hispanic,8,2/7/2009
60918,301060,8814004,Ethel,White,Female,Hispanic,11,1/2/2006
60918,270439,8106927,Christopher,Melton,Male,Hispanic,10,7/14/2007
60918,259038,2179338,Maria,Martin,Male,White,9,2/26/2008
60918,450562,7486724,Leonor,Howard,Female,Black,10,3/11/2007
60918,967196,5772582,Eunice,Moore,Female,Black,10,2/19/2007
60918,827998,4635749,Leo,Flores,Male,Black,9,9/27/2007
60918,573513,2503380,Michael,Russell,Female,Hispanic,8,4/20/2009
60918,744395,1618869,Paul,Buckley,Male,Multiple,11,10/6/2006
60918,947451,8528167,August,Price,Male,Black,8,9/25/2009
60918,745198,7401916,Francisco,Wheeler,Male,Multiple,12,2/14/2005
60918,673855,6503029,Rudy,Brown,Male,Multiple,9,3/13/2008
60918,212511,7222199,John,Alvarado,Female,Multiple,8,5/14/2009
60918,584361,4998387,Sandra,Rios,Female,Black,10,2/16/2007
60918,215719,8628997,Brian,Beil,Male,Black,12,5/27/2004
60918,465636,2951864,Bonnie,Morales,Female,Multiple,11,3/2/2006
60918,644089,3143768,Ruth,Lowery,Female,Hispanic,8,2/1/2010
60918,523649,2067705,Pearl,Gomez,Female,White,9,6/13/2009
60918,776334,1340561,Caroline,Copeland,Female,Asian,11,12/9/2006
60918,605675,4376953,Melody,Freeman,Female,Hispanic,9,12/1/2008
60918,810483,5621623,James,Bennett,Female,Hispanic,12,10/17/2004
60918,848033,9120333,Gloria,Norton,Female,White,8,6/21/2009
60918,993878,2604071,Eleanor,Short,Female,White,11,9/6/2006
60918,762981,2910111,Vicki,Barnes,Female,Hispanic,12,10/6/2005
60918,642027,8321882,Debbie,Elliott,Female,Multiple,12,11/11/2005
60918,214353,5651122,Sara,Mitchell,Female,White,12,5/25/2005
60918,256000,1799636,Matthew,Li,Male,White,11,1/18/2006
60918,870494,4749791,Raymond,Li,Male,White,11,11/7/2006
60918,133084,8063028,James,Hall,Female,Hispanic,10,1/16/2006
60918,823214,9452804,Rene,Gallagher,Male,Asian,11,12/2/2006
60918,235743,8801936,Dale,Ward,Female,White,9,2/17/2008
60918,404872,5069203,Donald,Rodriguez,Male,White,8,6/20/2010
60918,478495,3669040,Louise,Wilkerson,Female,Asian,12,1/5/2005
60918,784776,2069943,James,Mendez,Male,Black,12,12/26/2005
60918,432050,3544152,Hazel,Ray,Female,White,12,12/1/2005
60918,646926,9360872,Sabrina,Stewart,Female,Hispanic,9,1/8/2008
60918,744094,1010278,Richard,Castro,Male,White,12,4/13/2004
60918,312482,9046582,Ernestine,Ellis,Female,White,10,12/6/2007
60918,918421,9203208,Joan,Martinez,Female,Hispanic,8,4/15/2009
60918,590761,2667935,Denise,Silva,Female,Black,8,12/4/2009
60918,774741,2427136,Sonny,Jimenez,Male,Multiple,8,2/21/2009
60918,610379,2490601,Melinda,Goodwin,Female,Asian,12,11/25/2005
60918,777409,2478088,Douglas,Swanson,Male,White,10,6/1/2007
60918,536046,4967945,Albert,Frederick,Male,White,10,7/20/2007
60918,183918,5471445,Barbara,Correa,Female,Asian,11,4/23/2006
60918,987839,8977225,Larry,Schmidt,Male,White,12,7/15/2004
60918,388274,4472931,Mary,Taylor,Female,White,10,4/9/2007
60918,456836,3327110,John,Clarke,Male,Multiple,8,3/6/2008
60918,902152,6420894,Russell,Parker,Male,Hispanic,8,6/17/2009
60918,590667,3580277,Valerie,Williams,Female,White,11,10/4/2005
60918,868212,6330168,Kathleen,Scott,Female,Multiple,10,3/1/2007
60918,178059,8830733,Jeffery,Reed,Male,Hispanic,9,10/9/2008
60918,138602,8619271,Cynthia,Andrade,Female,White,8,9/15/2009
60918,134578,5798829,Rosa,Cox,Female,Hispanic,11,5/17/2006
60918,262099,4607706,Sandra,Wong,Female,Black,11,7/10/2006
60918,350905,4474288,Susan,Thomas,Female,Asian,12,3/24/2004
60918,293630,5812721,Margaret,Wilson,Female,Asian,8,3/17/2010
60918,938422,7775050,Elsie,Oconnor,Female,Black,9,12/7/2008
60918,675045,7700724,Jane,Santos,Female,Multiple,12,2/25/2005
60918,627288,5094077,Brian,Martinez,Male,Multiple,10,4/21/2006
60918,232610,5909551,Dorothy,Thornton,Female,Asian,9,5/10/2008
60918,403781,8923354,Edmond,Ramos,Male,Hispanic,11,4/25/2005
60918,506317,1764462,John,Lewis,Male,Multiple,11,11/5/2007
60918,342318,2408369,Jose,Greer,Male,Asian,10,2/1/2007
60918,917029,3878947,Laura,Alvarado,Female,Hispanic,10,8/21/2008
60918,778427,5158299,Christopher,Thomas,Male,Hispanic,11,12/25/2006
60918,983409,4516401,Russell,Smith,Male,Asian,8,3/11/2009
60918,545690,7674737,Bernice,Espinoza,Female,Black,11,5/7/2007
60918,241201,6746900,Kelly,Salazar,Female,Hispanic,8,6/2/2009
60918,270092,5917338,Judith,Diaz,Female,Black,11,7/1/2006
60918,213552,5395261,Diana,Warren,Female,White,9,8/12/2008
60918,248017,5269226,Chris,Hernandez,Male,White,9,1/10/2008
60918,310328,8002264,Shirley,Brown,Female,Hispanic,9,1/27/2008
60918,666983,9306032,Jason,Turner,Male,Hispanic,10,7/8/2007
60918,270032,9358463,Michael,Taylor,Male,Hispanic,10,2/26/2007
60918,286850,1428715,Jocelyn,Dickerson,Female,Hispanic,9,6/20/2008
60918,203547,9623863,William,Jenkins,Male,White,12,4/28/2005
60918,745928,6489209,Jonathan,Massey,Male,Hispanic,10,10/7/2006
60918,252096,4082937,Moses,Gonzalez,Male,White,11,10/26/2007
60918,191794,6681839,Brent,Chen,Male,Asian,9,9/6/2009
60918,545698,2951220,Dante,Bailey,Male,Hispanic,12,7/8/2005
60918,362445,7721194,Paula,Wells,Female,White,9,4/2/2007
60918,987191,2422472,Manuel,Price,Male,White,9,3/18/2008
60918,156725,5373943,Emily,Sheppard,Female,Black,10,9/20/2008
60918,616728,1593344,Matilda,Stephens,Female,Hispanic,10,10/17/2007
60918,698495,9951040,Linda,Kim,Female,White,11,6/22/2006
60918,185562,5707068,Irene,Bowman,Female,Hispanic,9,10/5/2009
60918,162382,6449249,Daniel,Gonzalez,Male,Hispanic,9,4/18/2008
60918,644914,5820130,Natalie,Sullivan,Female,Asian,10,8/6/2007
60918,477045,4648252,Albert,Nguyen,Male,White,12,6/27/2004
60918,209207,9178290,Mark,Briggs,Male,Hispanic,8,2/3/2010
60918,157116,9316953,Lisa,Cunningham,Female,Multiple,9,3/18/2008
60918,806518,1317197,Anita,Meza,Female,Black,12,6/13/2005
60918,597799,1972364,Ralph,Crawford,Male,Asian,11,8/17/2007
60918,774491,4475946,Howard,Bowman,Male,White,11,12/21/2006
60918,309093,2048213,Bobbie,Dominguez,Female,White,8,3/14/2009
60918,181440,8755808,Mary,Marquez,Female,Black,9,6/21/2008
60918,454483,1869124,Daniel,King,Male,Multiple,10,1/2/2007
60918,107107,5234522,Chris,Salinas,Male,Multiple,10,11/12/2008
60918,257728,7251632,Mabel,Mccarthy,Female,Asian,9,12/7/2008
60918,802940,6248306,William,Jones,Male,Hispanic,11,5/18/2006
60918,494205,1605310,Michael,Franco,Male,White,9,11/20/2009
60918,288685,5795315,Faye,Coleman,Female,White,9,11/22/2008
60918,912109,2598407,Steven,Miller,Male,Black,11,12/21/2006
60918,746808,8537531,Kenneth,Anthony,Male,Hispanic,10,8/18/2007
60918,456620,9766851,Jesse,Dunn,Male,Black,10,4/28/2007
60918,627771,3665665,Robert,Berger,Male,Multiple,11,5/23/2006
60918,173309,3379785,Leonard,Daniels,Male,Hispanic,12,10/10/2006
60918,717832,9379744,Richard,Butler,Male,Black,11,1/4/2006
60918,554845,1240264,Bonnie,Fernandez,Female,White,11,2/8/2006
60918,981977,6547848,Maria,Gilbert,Female,White,8,2/18/2009
60918,695659,2925099,Evelyn,Jennings,Female,Hispanic,12,12/25/2005
60918,996687,8362677,James,Collins,Male,Multiple,10,4/27/2007
60918,417584,2474006,Barbara,Randolph,Female,Hispanic,10,12/24/2006
60918,444852,9527635,Robert,Gilbert,Male,Black,11,3/16/2006
60918,718993,9361204,Harry,Nichols,Male,Hispanic,10,9/28/2008
60918,692196,8341940,James,Palmer,Male,White,8,8/14/2010
60918,709854,1869424,Brenda,Lara,Female,White,12,2/2/2005
60918,602776,2507526,Albert,Johnson,Male,Asian,8,1/24/2009
60918,595334,7883415,Jeffrey,Brown,Male,White,9,1/17/2008
60918,486606,8568570,Dennis,Johnson,Male,Multiple,12,10/21/2004
60918,164537,2277686,Velma,Burgess,Female,White,8,10/16/2009
60918,113413,7208552,Martha,Stone,Female,Asian,9,5/21/2008
60918,455740,4712143,Rosa,Coleman,Female,Hispanic,12,1/1/2005
60918,346241,6600716,Hazel,Brown,Female,White,12,10/7/2005
60918,317555,1730018,Dorothy,Harrison,Female,Black,10,5/22/2007
60918,428335,4724188,Irene,Miller,Female,Multiple,10,10/26/2007
60918,796417,5575072,Steven,Torres,Male,Black,9,11/15/2008
60918,223338,2504597,George,Huang,Male,Black,10,3/18/2007
60918,433505,2899878,Eric,Woods,Male,Multiple,9,2/21/2008
60918,307765,7540247,Christopher,Thompson,Male,Multiple,10,11/14/2007
60918,667932,6629841,Jack,Hill,Male,Asian,12,12/19/2005
60918,634287,7143922,Caleb,Herrera,Male,White,12,9/20/2005
60918,806187,8011670,Joel,Martin,Male,Hispanic,10,4/25/2007
60918,318303,7815032,Elizabeth,Sanchez,Female,White,8,9/24/2009
60918,290290,4656561,Leonor,Herrera,Female,Black,8,7/28/2009
60918,278810,4601761,Walter,Ayala,Male,Asian,12,3/4/2004
60918,791564,8939359,George,Hernandez,Male,Asian,11,3/2/2006
60918,670987,9961487,Marjorie,Bravo,Female,Multiple,9,12/19/2008
60918,258982,5910986,Lenora,Garza,Female,Hispanic,8,1/27/2009
60918,677799,7992845,Albert,Kent,Male,Black,11,1/13/2006
60918,987135,4772533,Carlos,Hayes,Male,White,8,10/13/2008
60918,184168,7883081,Ernest,Hardy,Male,Hispanic,11,7/20/2006
60918,779172,3758940,Scott,Montgomery,Male,Hispanic,8,11/13/2009
60918,779934,5694628,Terrance,Anderson,Male,White,8,7/21/2009
60918,138590,3382463,Wanda,Hernandez,Female,White,8,4/7/2009
60918,330609,9046680,Paula,Simmons,Female,Multiple,9,12/22/2007
60918,984752,2250519,Harold,Wilson,Male,Asian,11,11/13/2006
60918,264271,4510949,Michelle,Woods,Female,Asian,12,5/11/2005
60918,102180,5776533,Scott,Cortez,Male,Black,11,2/12/2006
60918,481143,7753623,Rosa,Harvey,Female,Black,11,11/21/2007
60918,791072,2100950,Loretta,Stone,Female,Hispanic,8,3/17/2009
60918,316757,5825573,Alisa,Wilkerson,Female,Asian,10,6/3/2007
60918,308931,4855980,Ramona,Shaw,Female,White,12,12/19/2005
60918,329244,7012170,Marvin,Delgado,Male,Multiple,10,11/4/2007
60918,495756,3505348,Christine,Johnson,Female,White,11,3/2/2006
60918,796198,1983558,Robert,Mathews,Female,Asian,9,10/25/2009
60918,182398,9848530,Carol,Dudley,Male,Hispanic,9,1/13/2008
60918,811983,3109530,Jackie,Armstrong,Male,Black,8,2/3/2010
60918,318101,5102515,Lou,Walker,Female,Asian,8,1/9/2009
60918,931670,8339862,Rose,Jimenez,Female,Multiple,9,6/6/2008
60918,468184,2063881,Timothy,Austin,Male,Black,9,5/1/2008
60918,976982,3317169,William,Bradley,Male,Hispanic,11,7/26/2005
60918,830859,6479678,Delores,Dominguez,Female,Asian,8,1/15/2009
60918,801621,9572272,Darlene,Hunter,Female,Asian,11,3/16/2005
60918,640484,7291623,Irving,Powell,Male,Multiple,12,6/12/2005
60918,321300,9183217,Stephanie,Hamilton,Female,White,11,10/21/2007
60918,606649,9391519,Linda,Little,Female,White,10,8/23/2007
60918,577678,1239550,Virginia,Williams,Female,Black,8,12/11/2009
60918,157024,4805467,Jim,Ross,Male,Black,11,12/24/2006
60918,113958,6329707,James,Reyes,Female,Hispanic,8,5/24/2009
60918,904170,5194815,Patrick,Stokes,Male,Hispanic,8,6/13/2009
60918,583436,1419234,Ruth,Martin,Female,Multiple,11,6/11/2006
60918,592611,5104406,Marsha,Espinoza,Female,Asian,12,3/23/2006
60918,321476,5684305,Andrew,Duran,Male,Hispanic,8,1/7/2009
60918,461800,6373393,Marlene,Anderson,Female,Hispanic,9,5/12/2008
60918,309310,5523697,Becky,Warren,Female,Multiple,8,1/4/2009
60918,481170,5903857,Monica,Waters,Female,Asian,10,6/18/2007
60918,940126,1481196,Rebecca,Stephens,Female,Black,11,8/1/2006
60918,759041,9704047,George,Parra,Male,White,11,5/14/2005
60918,752132,4801414,Rebekah,Rogers,Female,Hispanic,11,1/4/2006
60918,832758,8042923,Ruth,Wall,Female,Hispanic,11,1/10/2006
60918,187598,9038870,Kenneth,Chavez,Male,White,8,9/27/2009
60918,279633,6628404,Sean,Neal,Male,Black,9,9/22/2007
60918,214414,4915705,Teresa,Fox,Female,White,8,3/21/2009
60918,751016,5532855,Doug,Green,Male,Multiple,8,7/3/2009
60918,234762,8899867,Chris,Schwartz,Male,Hispanic,12,10/27/2005
60918,687565,1389098,Elizabeth,Young,Female,Multiple,11,11/2/2006
60918,459195,5907903,Mary,Schwartz,Female,Black,8,7/21/2008
60918,538034,1941825,Marie,Jackson,Female,White,8,10/6/2009
60918,610995,3226112,Willie,Butler,Male,Black,9,7/12/2009
60918,787862,3753583,Ashley,Campbell,Female,Multiple,12,12/12/2005
60918,506521,8395733,Lloyd,Hernandez,Male,Black,12,1/11/2004
60918,606564,2181462,Roger,Reyes,Male,Black,11,6/20/2005
60918,183635,7795481,Emma,Sullivan,Female,Hispanic,12,10/27/2005
60918,640547,4606770,Daniel,Shaw,Male,Hispanic,8,2/5/2009
60918,400785,5408936,Melissa,Flynn,Female,Hispanic,9,10/4/2008
60918,586717,3671592,Robert,Brown,Female,Hispanic,12,2/5/2005
60918,905322,2058570,Craig,Merritt,Male,White,9,3/24/2008
60918,668831,1372231,Jon,Foster,Male,Multiple,10,7/14/2006
60918,175720,3488773,Ernestine,Ortiz,Female,White,8,3/24/2009
60918,146828,4051180,George,Chapman,Male,Hispanic,9,12/18/2008
60918,352839,5665959,Donald,Anderson,Male,Asian,9,3/12/2008
60918,631514,7798732,Eric,Kim,Male,White,8,8/2/2009
60918,166562,6549018,Sam,Massey,Male,Asian,8,8/26/2010
60918,184696,3969611,David,Rodriguez,Male,Hispanic,9,2/26/2008
60918,772583,7255356,Gabrielle,Austin,Female,Multiple,12,6/26/2005
60918,884316,7408573,Lester,Gonzales,Male,Asian,12,1/8/2005
60918,678098,9042732,Mildred,Brown,Female,Hispanic,8,10/28/2009
60918,144904,5530734,Donna,Stephens,Female,Hispanic,12,7/18/2005
60918,206405,7841634,Sharon,Brown,Female,Multiple,12,4/16/2004
60918,851792,7977546,Clyde,Bernard,Male,Hispanic,11,12/16/2006
60918,619933,3376725,Thomas,Zamora,Male,Black,12,9/11/2005
60918,142516,4183065,Diane,Reyes,Female,Hispanic,12,2/24/2006
60918,904885,7532271,David,Williams,Male,Hispanic,9,12/3/2009
60918,869346,5786488,Richard,Charles,Male,Asian,8,6/7/2009
60918,101086,6918159,David,Mason,Male,Hispanic,12,5/24/2005
60918,981230,1130170,John,Myers,Male,White,9,12/4/2008
60918,821629,8087318,Brandon,Kim,Male,Asian,12,9/27/2005
60918,231128,6604655,Carol,Graham,Female,Hispanic,10,3/5/2007
60918,390479,3443559,Dominique,West,Female,Asian,9,11/4/2009
60918,707282,4051530,Nathan,King,Male,White,9,4/11/2007
60918,592329,6525364,Veronica,Turner,Female,Hispanic,8,4/5/2009
60918,101558,1721012,Mona,Baker,Female,Black,10,1/6/2006
60918,476277,7589707,Bonnie,Perez,Female,White,9,11/27/2008
60918,785806,5699758,Patsy,Romero,Female,White,9,10/12/2008
60918,505090,3035541,Mollie,Austin,Female,Black,9,3/24/2008
60918,269285,7556308,Murray,Bartlett,Male,Hispanic,8,3/21/2009
60918,445159,8995925,Barbara,Moreno,Female,Asian,12,10/3/2005
60918,626573,5222197,Ronald,Chan,Male,Asian,11,6/27/2006
60918,464657,5505293,Larry,Mann,Male,Black,10,1/2/2007
60918,503054,8726031,Samantha,Blackwell,Female,Hispanic,9,9/12/2008
60918,176571,5700207,Shawn,Beck,Male,Multiple,9,12/26/2007
60918,394527,7028754,Jared,Green,Male,Asian,9,12/13/2008
60918,240112,4746309,Harvey,Dixon,Male,Multiple,12,5/28/2005
60918,893420,2026654,Ida,Galindo,Female,Asian,11,1/8/2006
60918,871968,9745452,William,Fuller,Male,Asian,8,5/11/2009
60918,527807,7587249,Hilda,Scott,Female,Hispanic,10,12/18/2007
60918,340549,6122281,Dallas,Evans,Male,Asian,12,7/3/2005
60918,498115,4568234,Pam,Jenkins,Female,Asian,12,12/11/2005
60918,832511,5787684,Edith,Bass,Female,Multiple,9,9/25/2008
60918,870465,4642917,Noah,Gibson,Male,Hispanic,11,1/27/2006
60918,289297,1818103,Paul,Morris,Male,Asian,9,3/5/2008
60918,828681,9143654,David,Alvarez,Male,Hispanic,12,10/20/2005
60918,608065,8525109,Erika,Romero,Female,Asian,12,5/21/2005
60918,460779,7351796,Steven,Francis,Male,Asian,12,8/27/2005
60918,890948,6659459,Edna,Roberts,Female,Multiple,12,3/23/2005
60918,642155,6117701,Howard,Simpson,Male,White,8,12/24/2009
60918,936363,1124450,Michael,Morgan,Male,Hispanic,11,12/9/2006
60918,781965,6043372,Lisa,Montes,Female,Multiple,11,6/21/2006
60918,350570,8498135,Jacob,Ortega,Male,Multiple,8,12/6/2009
60918,277655,3408539,Jose,Aguilar,Male,White,9,11/13/2009
60918,110631,2249659,Bessie,Alvarez,Female,White,11,9/19/2006
60918,513628,3001614,Genevieve,Bauer,Female,Black,12,4/6/2005
60918,806735,6093984,Silvia,Smith,Female,Hispanic,10,9/21/2007
60918,506338,1799048,James,Donaldson,Female,White,11,7/8/2007
60918,596351,9362683,Karen,Lane,Female,Multiple,8,12/3/2010
60918,925791,7971839,Tina,Green,Female,White,10,7/24/2007
60918,195223,7739326,James,Garcia,Male,White,12,11/3/2005
60918,236256,7797626,Jessie,Miller,Female,Multiple,9,12/6/2008
60918,227018,2498186,Melvin,Gallegos,Male,White,11,4/20/2006
60918,722994,4048001,Anne,Cooper,Female,Multiple,11,2/5/2005
60918,943108,3455690,Marietta,Welch,Female,Hispanic,12,6/14/2005
60918,177382,2081369,Ann,Norris,Female,Hispanic,10,9/14/2006
60918,269499,1086383,Patricia,Gomez,Female,Asian,12,5/3/2005
60918,441874,2917244,Booker,Moran,Male,Hispanic,9,10/18/2008
60918,440123,5225994,Jason,Cruz,Male,Black,11,2/12/2006
60918,945876,5787623,Scottie,Brown,Male,Asian,10,4/23/2008
60918,600678,1678637,Mitchell,Warren,Male,Hispanic,11,8/19/2006
60918,278514,8738364,Paulette,Rodriguez,Female,Black,9,2/9/2008
60918,873465,9269983,Robert,Burton,Male,Hispanic,8,9/9/2009
60918,379563,1662764,Kathy,Gonzalez,Female,Black,9,11/25/2009
60918,643736,8349698,Dannie,Myers,Male,Black,9,4/25/2009
60918,351915,1289778,Rosalie,Benson,Female,Black,11,2/28/2005
60918,919091,4733885,Jeffrey,Butler,Male,Hispanic,9,5/4/2008
60918,972344,7034891,David,Fitzgerald,Male,White,12,5/18/2004
60918,399813,2183652,Benjamin,Vega,Male,Hispanic,9,11/25/2008
60918,470074,2298679,Brian,Garza,Male,Black,11,9/6/2006
60918,260436,9076088,Michael,Johnson,Male,Hispanic,9,5/3/2008
60918,851075,7501343,Brian,Hunter,Male,Asian,10,11/16/2006
60918,636128,7433659,Philip,Stevens,Male,Hispanic,11,8/19/2006
60918,300274,6080959,Terrance,Clarke,Male,Asian,9,3/10/2009
60918,858179,5532924,Sarah,Randolph,Female,White,11,1/13/2006
60918,277744,5436780,Margaret,Vazquez,Female,Hispanic,8,8/16/2009
60918,853891,2359012,Edward,Steele,Male,White,9,2/9/2009
60918,436955,3605170,Jessie,Espinosa,Female,Black,9,2/17/2008
60918,958854,3966753,Michael,Patterson,Male,White,12,4/12/2005
60918,310529,3051487,Shirley,Torres,Male,Hispanic,12,12/14/2004
60918,630917,6086013,Michael,Mcmillan,Male,Hispanic,9,10/11/2008
60918,988757,5952677,Vivian,Davis,Female,Multiple,11,1/24/2006
60918,767329,9193919,Robert,Mccall,Male,Asian,8,12/2/2009
60918,256007,5369970,Lisa,Dean,Female,Hispanic,9,1/14/2008
60918,104767,6213464,Michael,Mason,Male,Hispanic,9,1/22/2008
60918,744523,5890258,Harold,Thompson,Male,Multiple,12,8/11/2005
60918,492366,9743404,Renee,Thompson,Female,Black,11,4/18/2006
60918,281108,7404187,James,Coffey,Male,Multiple,11,11/27/2006
60918,776323,5589430,Richard,Delgado,Male,Multiple,11,12/14/2006
60918,874752,3720532,Marissa,Ahmed,Female,Asian,9,6/25/2008
60918,793930,8584364,Valerie,Mitchell,Female,Multiple,8,8/18/2009
60918,131291,1292326,Mary,Ali,Male,White,9,1/19/2008
60918,223985,1711263,Brenda,Fleming,Female,Hispanic,8,6/28/2008
60918,238164,3127238,Nora,Sanchez,Female,Asian,9,1/12/2007
60918,108485,2943307,John,Francis,Male,Black,10,5/6/2006
60918,654063,2679895,Richard,Xiong,Male,Multiple,12,9/6/2004
60918,395254,2170685,Diane,Brown,Female,White,10,7/19/2007
60918,892872,7300220,Jackie,Dennis,Male,Asian,11,1/21/2006
60918,505383,5937094,Oscar,Simmons,Male,Hispanic,9,5/22/2008
60918,385189,7854313,Donald,Thompson,Male,White,12,6/17/2005
60918,255374,7150442,Jacqueline,Rose,Female,Multiple,10,4/18/2007
60918,758550,9244638,Stacy,Ortiz,Female,Hispanic,8,1/25/2008
60918,266319,7681784,Sheila,Turner,Female,Hispanic,9,4/1/2008
60918,496230,8727826,Daniel,Lopez,Male,Hispanic,12,1/22/2005
60918,369357,6012962,Esther,Young,Female,Black,12,10/27/2004
60918,240607,9036396,Charles,Carroll,Male,Black,8,7/2/2009
60918,729445,9494827,Arthur,Clark,Male,Multiple,10,1/4/2007
60918,874601,9086095,Roberta,Ruiz,Female,Black,10,1/23/2007
60918,461950,5483340,Kathleen,Jones,Female,Black,9,2/6/2008
60918,888225,2845317,Jeanette,Simpson,Female,Hispanic,12,3/3/2004
60918,785556,7518050,Renee,Adams,Female,Black,9,10/3/2008
60918,418428,4600031,Jim,Gonzalez,Male,White,12,4/21/2005
60918,613193,3036171,Heather,Lynch,Female,Multiple,12,8/12/2005
60918,659792,1225740,Marta,Jimenez,Female,Multiple,11,3/9/2006
60918,973263,2470412,Theresa,Cooper,Female,Black,12,12/28/2005
60918,855780,9321209,Christopher,Reyes,Male,Multiple,11,12/14/2006
60918,965047,1668352,Raymond,Johnson,Male,Hispanic,8,12/28/2009
60918,704527,8525930,Denver,Chase,Male,Multiple,8,3/18/2009
60918,201023,7239616,Vera,Ball,Female,Asian,11,12/3/2007
60918,347731,9521489,Eunice,Barron,Female,Hispanic,12,4/28/2005
60918,857284,8253888,Alice,Smith,Female,Hispanic,11,3/21/2006
60918,525455,9003384,Mary,Smith,Female,Multiple,11,10/2/2006
60918,740155,6323013,Ethel,Hubbard,Female,Asian,9,12/8/2009
60918,770010,3699911,Edward,Brown,Male,Asian,8,6/2/2009
60918,362050,2880961,James,Daniels,Male,White,11,6/8/2006
60918,117399,1795735,Allan,West,Male,White,8,4/5/2010
60918,171029,5842330,David,Brock,Male,White,10,10/19/2008
60918,750243,9737533,Jeanette,Cruz,Female,Hispanic,11,1/18/2006
60918,121937,5441271,Patricia,Nguyen,Female,Black,9,10/8/2007
60918,417694,9761134,Christine,Burch,Female,Multiple,11,3/14/2006
60918,705868,3561948,Christopher,Alexander,Male,Black,9,9/13/2008
60918,932428,9085216,Christine,Mcdaniel,Female,Hispanic,9,12/3/2008
60918,320089,1556898,Guy,Ruiz,Male,Asian,10,8/4/2007
60918,437670,1967459,John,Clark,Male,Multiple,10,11/14/2007
60918,210490,5859895,Billy,Snow,Male,Hispanic,12,10/20/2004
60918,409286,5529052,Alexis,Walker,Female,Black,10,9/20/2007
60918,187827,3369559,Jacob,Washington,Male,Hispanic,8,8/16/2009
60918,137249,5760639,Charles,Hughes,Male,Hispanic,10,10/11/2007
60918,898748,1531472,Michelle,Ramirez,Female,Asian,12,3/8/2004
60918,717583,6766104,Robert,Johnson,Male,Multiple,9,12/13/2008
60918,871794,9242890,Jenny,Frederick,Female,Multiple,9,9/6/2008
60918,218316,8540701,Darrel,Cox,Male,Asian,9,12/4/2008
60918,893817,6754441,David,Chavez,Male,Asian,9,6/21/2008
60918,586668,8398516,Julia,Gonzalez,Female,Asian,11,4/18/2006
60918,713712,8238263,Warren,Espinosa,Male,White,12,11/9/2005
60918,684987,6808271,Deana,Rosas,Female,Multiple,9,11/21/2008
60918,712082,3574248,Andrew,Carpenter,Male,Asian,10,8/25/2007
60918,316027,1491563,Rodney,Lewis,Male,Hispanic,12,10/22/2005
60918,576664,6593979,Anna,Manning,Female,Multiple,8,8/25/2009
60918,773135,9569473,Anna,Sanders,Female,White,10,2/28/2008
60918,627574,7721594,Jose,Thompson,Male,Asian,10,10/16/2007
60918,192882,7778685,Kathy,Roberts,Female,White,11,1/8/2006
60918,264619,6573274,Jane,Blackwell,Female,Asian,12,7/7/2006
60918,570726,6048304,Joanne,Brewer,Female,Hispanic,11,12/12/2006
60918,535410,4826627,Dianne,Harrison,Female,Asian,12,3/3/2005
60918,532909,5047430,Janice,Romero,Female,Multiple,10,12/28/2007
